timestamp,machine_id,pressure_bar,temp_celsius,flow_lpm,vibration_x_g,vibration_y_g,pump_rpm,failure_mode,rul_hours,shift,day_of_week,last_maintenance_timestamp,downtime_hours,installation_date,last_filter_change_date
2024-02-01 00:13:00,HPU_01,115.87,51.4,88.11,0.074,0.074,1470.0,pump_wear,335.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:14:00,HPU_01,116.93,51.36,86.18,0.2572,0.2572,1469.0,pump_wear,335.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:15:00,HPU_01,118.06,51.28,86.81,0.208,0.208,1472.0,pump_wear,335.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:16:00,HPU_01,119.67,51.36,87.62,0.1146,0.1146,1473.0,pump_wear,335.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:17:00,HPU_01,118.6,51.74,90.17,0.0751,0.0751,1473.0,pump_wear,335.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:18:00,HPU_01,117.9,50.73,85.32,0.1676,0.1676,1471.0,pump_wear,335.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:19:00,HPU_01,116.62,51.14,87.35,0.0501,0.0501,1474.0,pump_wear,335.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:20:00,HPU_01,118.18,50.96,89.24,0.2404,0.2404,1471.0,pump_wear,335.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:21:00,HPU_01,116.52,51.13,87.0,0.1071,0.1071,1474.0,pump_wear,335.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:22:00,HPU_01,117.84,50.06,85.06,0.0837,0.0837,1477.0,pump_wear,335.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:23:00,HPU_01,115.55,51.29,85.89,0.4224,0.4224,1471.0,pump_wear,335.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:24:00,HPU_01,119.77,51.24,89.24,0.2523,0.2523,1469.0,pump_wear,335.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:25:00,HPU_01,116.29,51.72,87.02,0.1353,0.1353,1473.0,pump_wear,335.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:26:00,HPU_01,116.97,51.65,86.02,0.2775,0.2775,1471.0,pump_wear,335.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:27:00,HPU_01,115.39,50.65,88.3,0.1533,0.1533,1471.0,pump_wear,335.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:28:00,HPU_01,117.33,50.54,88.6,0.2048,0.2048,1472.0,pump_wear,335.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:29:00,HPU_01,115.88,50.12,85.84,0.0502,0.0502,1471.0,pump_wear,335.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:30:00,HPU_01,127.06,52.17,90.54,0.1191,0.1191,1470.0,pump_wear,335.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:31:00,HPU_01,125.72,51.52,86.84,0.0543,0.0543,1472.0,pump_wear,335.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:32:00,HPU_01,127.96,53.25,86.39,0.1375,0.1375,1470.0,pump_wear,335.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:33:00,HPU_01,126.78,51.33,88.71,0.0502,0.0502,1471.0,pump_wear,335.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:34:00,HPU_01,128.07,52.26,87.83,0.1643,0.1643,1469.0,pump_wear,335.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:35:00,HPU_01,127.83,52.5,88.84,0.1126,0.1126,1468.0,pump_wear,335.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:36:00,HPU_01,125.89,50.93,90.78,0.1138,0.1138,1474.0,pump_wear,335.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:37:00,HPU_01,127.19,51.22,90.97,0.1365,0.1365,1472.0,pump_wear,335.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:38:00,HPU_01,126.52,51.78,86.57,0.2972,0.2972,1477.0,pump_wear,335.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:39:00,HPU_01,126.17,52.58,87.7,0.1642,0.1642,1468.0,pump_wear,335.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:40:00,HPU_01,123.43,52.06,87.76,0.1322,0.1322,1470.0,pump_wear,335.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:41:00,HPU_01,127.77,52.24,89.04,0.2047,0.2047,1473.0,pump_wear,335.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:42:00,HPU_01,128.64,52.39,92.33,0.1232,0.1232,1471.0,pump_wear,335.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:43:00,HPU_01,128.45,52.23,88.98,0.2073,0.2073,1471.0,pump_wear,335.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:44:00,HPU_01,126.88,51.99,86.26,0.0551,0.0551,1478.0,pump_wear,335.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:45:00,HPU_01,124.55,52.04,88.85,0.1006,0.1006,1472.0,pump_wear,335.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:46:00,HPU_01,126.79,52.56,87.33,0.0503,0.0503,1477.0,pump_wear,335.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:47:00,HPU_01,126.09,51.84,86.03,0.0972,0.0972,1475.0,pump_wear,335.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:48:00,HPU_01,127.21,51.55,87.99,0.0504,0.0504,1472.0,pump_wear,335.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:49:00,HPU_01,127.59,52.46,86.74,0.0504,0.0504,1472.0,pump_wear,335.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:50:00,HPU_01,125.26,52.23,86.7,0.0569,0.0569,1475.0,pump_wear,335.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:51:00,HPU_01,123.71,51.02,87.37,0.0514,0.0514,1469.0,pump_wear,335.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:52:00,HPU_01,127.03,51.25,88.44,0.0825,0.0825,1471.0,pump_wear,335.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:53:00,HPU_01,124.21,52.16,84.9,0.1151,0.1151,1473.0,pump_wear,335.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:54:00,HPU_01,125.18,50.79,88.29,0.0857,0.0857,1474.0,pump_wear,335.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:55:00,HPU_01,126.36,51.94,86.69,0.0854,0.0854,1475.0,pump_wear,335.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:56:00,HPU_01,127.8,52.22,87.15,0.0504,0.0504,1473.0,pump_wear,335.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:57:00,HPU_01,125.82,51.27,87.4,0.0504,0.0504,1473.0,pump_wear,335.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:58:00,HPU_01,126.6,51.73,87.32,0.1108,0.1108,1476.0,pump_wear,335.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 00:59:00,HPU_01,127.97,51.64,86.88,0.0504,0.0504,1471.0,pump_wear,335.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:00:00,HPU_01,123.98,51.17,85.12,0.0504,0.0504,1472.0,pump_wear,335.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:01:00,HPU_01,125.18,52.55,87.12,0.1806,0.1806,1472.0,pump_wear,335.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:02:00,HPU_01,123.19,52.05,86.96,0.1071,0.1071,1472.0,pump_wear,335.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:03:00,HPU_01,124.59,51.25,89.35,0.0544,0.0544,1474.0,pump_wear,334.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:04:00,HPU_01,124.65,51.83,85.6,0.2363,0.2363,1470.0,pump_wear,334.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:05:00,HPU_01,126.84,52.19,87.85,0.0517,0.0517,1475.0,pump_wear,334.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:06:00,HPU_01,125.45,51.67,87.46,0.0677,0.0677,1475.0,pump_wear,334.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:07:00,HPU_01,122.78,51.56,88.19,0.0551,0.0551,1473.0,pump_wear,334.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:08:00,HPU_01,125.34,51.75,86.65,0.0865,0.0865,1474.0,pump_wear,334.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:09:00,HPU_01,125.41,52.54,87.72,0.1491,0.1491,1469.0,pump_wear,334.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:10:00,HPU_01,125.72,52.71,89.38,0.0505,0.0505,1475.0,pump_wear,334.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:11:00,HPU_01,126.79,51.88,91.64,0.1637,0.1637,1471.0,pump_wear,334.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:12:00,HPU_01,125.86,51.2,89.18,0.0575,0.0575,1471.0,pump_wear,334.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:13:00,HPU_01,124.99,52.78,88.53,0.0946,0.0946,1469.0,pump_wear,334.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:14:00,HPU_01,127.26,52.1,87.76,0.0506,0.0506,1469.0,pump_wear,334.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:15:00,HPU_01,126.89,52.54,86.4,0.0506,0.0506,1474.0,pump_wear,334.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:16:00,HPU_01,126.57,52.86,88.94,0.0517,0.0517,1474.0,pump_wear,334.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:17:00,HPU_01,125.37,52.06,89.19,0.0506,0.0506,1475.0,pump_wear,334.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:18:00,HPU_01,126.12,52.5,87.69,0.0782,0.0782,1470.0,pump_wear,334.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:19:00,HPU_01,124.24,52.27,88.29,0.1193,0.1193,1469.0,pump_wear,334.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:20:00,HPU_01,124.75,51.61,85.25,0.1129,0.1129,1475.0,pump_wear,334.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:21:00,HPU_01,128.19,51.84,86.98,0.0947,0.0947,1472.0,pump_wear,334.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:22:00,HPU_01,124.96,52.14,89.07,0.0506,0.0506,1475.0,pump_wear,334.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:23:00,HPU_01,124.42,51.64,89.79,0.1533,0.1533,1470.0,pump_wear,334.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:24:00,HPU_01,126.05,52.06,86.78,0.0931,0.0931,1474.0,pump_wear,334.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:25:00,HPU_01,128.04,52.33,90.44,0.0506,0.0506,1474.0,pump_wear,334.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:26:00,HPU_01,126.65,51.25,88.37,0.0754,0.0754,1468.0,pump_wear,334.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:27:00,HPU_01,126.54,52.75,86.01,0.0615,0.0615,1471.0,pump_wear,334.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:28:00,HPU_01,123.65,51.36,87.98,0.1181,0.1181,1471.0,pump_wear,334.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:29:00,HPU_01,123.49,51.13,90.51,0.1647,0.1647,1474.0,pump_wear,334.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:30:00,HPU_01,126.54,52.06,89.6,0.0565,0.0565,1475.0,pump_wear,334.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:31:00,HPU_01,127.69,51.81,87.56,0.0507,0.0507,1471.0,pump_wear,334.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:32:00,HPU_01,128.75,51.04,86.66,0.2365,0.2365,1474.0,pump_wear,334.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:33:00,HPU_01,126.47,52.17,86.77,0.1264,0.1264,1475.0,pump_wear,334.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:34:00,HPU_01,125.97,52.3,89.59,0.1575,0.1575,1475.0,pump_wear,334.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:35:00,HPU_01,127.11,52.37,89.24,0.2261,0.2261,1477.0,pump_wear,334.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:36:00,HPU_01,127.36,51.89,87.56,0.0507,0.0507,1470.0,pump_wear,334.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:37:00,HPU_01,125.89,52.03,89.45,0.0507,0.0507,1470.0,pump_wear,334.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:38:00,HPU_01,127.68,52.5,85.22,0.1284,0.1284,1471.0,pump_wear,334.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:39:00,HPU_01,124.83,51.72,85.73,0.0958,0.0958,1471.0,pump_wear,334.4,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:40:00,HPU_01,123.88,51.33,87.82,0.149,0.149,1472.0,pump_wear,334.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:41:00,HPU_01,125.8,51.32,87.72,0.0997,0.0997,1470.0,pump_wear,334.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:42:00,HPU_01,124.39,51.57,89.83,0.0508,0.0508,1470.0,pump_wear,334.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:43:00,HPU_01,124.09,52.61,86.99,0.2121,0.2121,1472.0,pump_wear,334.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:44:00,HPU_01,125.59,52.26,90.54,0.0672,0.0672,1472.0,pump_wear,334.3,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:45:00,HPU_01,126.73,51.97,88.29,0.0508,0.0508,1474.0,pump_wear,334.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:46:00,HPU_01,125.24,52.06,86.58,0.1855,0.1855,1473.0,pump_wear,334.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:47:00,HPU_01,125.69,53.01,87.12,0.2246,0.2246,1472.0,pump_wear,334.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:48:00,HPU_01,126.03,52.8,87.2,0.0888,0.0888,1473.0,pump_wear,334.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:49:00,HPU_01,123.99,52.47,87.67,0.2193,0.2193,1473.0,pump_wear,334.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:50:00,HPU_01,125.57,51.17,89.84,0.4122,0.4122,1476.0,pump_wear,334.2,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:51:00,HPU_01,125.27,51.24,89.12,0.0781,0.0781,1474.0,pump_wear,334.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:52:00,HPU_01,126.29,51.58,91.07,0.0574,0.0574,1471.0,pump_wear,334.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:53:00,HPU_01,126.28,52.08,89.87,0.0958,0.0958,1471.0,pump_wear,334.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:54:00,HPU_01,125.66,51.77,87.8,0.1013,0.1013,1470.0,pump_wear,334.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:55:00,HPU_01,124.54,51.5,91.62,0.0509,0.0509,1469.0,pump_wear,334.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:56:00,HPU_01,122.62,51.3,87.88,0.0799,0.0799,1477.0,pump_wear,334.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:57:00,HPU_01,125.77,52.73,86.24,0.1561,0.1561,1471.0,pump_wear,334.1,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:58:00,HPU_01,127.66,52.88,89.73,0.0973,0.0973,1474.0,pump_wear,334.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 01:59:00,HPU_01,124.97,51.83,84.59,0.0509,0.0509,1475.0,pump_wear,334.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:00:00,HPU_01,123.13,51.13,88.77,0.0509,0.0509,1472.0,pump_wear,334.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:01:00,HPU_01,124.77,51.65,89.04,0.3486,0.3486,1472.0,pump_wear,334.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:02:00,HPU_01,128.59,52.94,88.81,0.0857,0.0857,1473.0,pump_wear,334.0,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:03:00,HPU_01,126.73,51.87,89.59,0.1267,0.1267,1476.0,pump_wear,333.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:04:00,HPU_01,128.83,52.74,88.06,0.0599,0.0599,1472.0,pump_wear,333.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:05:00,HPU_01,126.64,51.86,84.13,0.0899,0.0899,1475.0,pump_wear,333.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:06:00,HPU_01,127.37,52.36,87.85,0.098,0.098,1472.0,pump_wear,333.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:07:00,HPU_01,128.1,50.78,88.27,0.2302,0.2302,1474.0,pump_wear,333.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:08:00,HPU_01,126.72,51.66,89.0,0.2153,0.2153,1471.0,pump_wear,333.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:09:00,HPU_01,127.43,51.25,90.06,0.0735,0.0735,1473.0,pump_wear,333.9,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:10:00,HPU_01,126.21,52.14,89.15,0.051,0.051,1472.0,pump_wear,333.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:11:00,HPU_01,125.26,51.6,88.11,0.1778,0.1778,1471.0,pump_wear,333.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:12:00,HPU_01,125.35,52.02,88.33,0.051,0.051,1475.0,pump_wear,333.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:13:00,HPU_01,124.51,51.14,89.62,0.0522,0.0522,1469.0,pump_wear,333.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:14:00,HPU_01,126.87,51.7,87.6,0.1239,0.1239,1472.0,pump_wear,333.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:15:00,HPU_01,127.95,52.37,86.39,0.0825,0.0825,1472.0,pump_wear,333.8,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:16:00,HPU_01,124.72,51.44,88.98,0.1407,0.1407,1475.0,pump_wear,333.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:17:00,HPU_01,127.39,52.61,86.49,0.051,0.051,1475.0,pump_wear,333.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:18:00,HPU_01,123.96,52.31,87.19,0.1032,0.1032,1469.0,pump_wear,333.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:19:00,HPU_01,125.04,52.2,85.4,0.1726,0.1726,1469.0,pump_wear,333.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:20:00,HPU_01,124.18,51.82,88.45,0.1748,0.1748,1469.0,pump_wear,333.7,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:21:00,HPU_01,126.64,52.36,89.85,0.0787,0.0787,1470.0,pump_wear,333.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:22:00,HPU_01,126.64,52.24,87.36,0.0511,0.0511,1471.0,pump_wear,333.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:23:00,HPU_01,126.05,52.25,90.97,0.1576,0.1576,1471.0,pump_wear,333.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:24:00,HPU_01,126.74,52.7,87.98,0.0669,0.0669,1471.0,pump_wear,333.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:25:00,HPU_01,127.51,52.11,91.26,0.087,0.087,1471.0,pump_wear,333.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:26:00,HPU_01,127.08,52.75,86.02,0.2701,0.2701,1473.0,pump_wear,333.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:27:00,HPU_01,124.33,51.83,86.05,0.0744,0.0744,1468.0,pump_wear,333.6,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:28:00,HPU_01,123.36,51.55,84.29,0.0511,0.0511,1470.0,pump_wear,333.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
2024-02-01 02:29:00,HPU_01,126.14,51.52,87.68,0.2288,0.2288,1476.0,pump_wear,333.5,Night,3,2023-12-24 20:16:00,13.2,2023-03-13,2023-12-19
